Approach,Volume,Scenario,Run,CPU%,Memory_MB,Battery%,Jank_Count
Riverpod,5000,4,9,10,199.9,1.6,272
Riverpod,5000,4,10,11,201.6,1.8,277
Riverpod,10000,1,1,1,229.4,0.7,0
Riverpod,10000,1,2,1,215.2,0.4,0
Riverpod,10000,1,3,1,222.1,0.5,0
Riverpod,10000,1,4,1,218.1,0.4,0
Riverpod,10000,1,5,1,228.2,0.7,0
Riverpod,10000,1,6,1,216.7,0.4,0
Riverpod,10000,1,7,1,224.9,0.6,0
Riverpod,10000,1,8,1,220.6,0.5,0
Riverpod,10000,1,9,1,229.6,0.7,0
Riverpod,10000,1,10,1,217.5,0.4,0
Riverpod,10000,2,1,17,281.8,2.2,478
Riverpod,10000,2,2,15,270.2,1.6,402
Riverpod,10000,2,3,16,275.1,1.9,441
Riverpod,10000,2,4,17,282,2.2,480
Riverpod,10000,2,5,15,270.5,1.6,408
Riverpod,10000,2,6,16,276.4,2,448
Riverpod,10000,2,7,17,281.2,2.1,475
Riverpod,10000,2,8,15,271.1,1.7,415
Riverpod,10000,2,9,16,277.9,2,455
Riverpod,10000,2,10,17,281.6,2.2,477
Riverpod,10000,3,1,21,303.8,2.7,114
Riverpod,10000,3,2,19,294.2,2.1,96
Riverpod,10000,3,3,20,299.1,2.4,105
Riverpod,10000,3,4,21,304,2.7,115
Riverpod,10000,3,5,19,294.5,2.1,98
Riverpod,10000,3,6,20,300.4,2.5,108
Riverpod,10000,3,7,21,303.2,2.6,112
Riverpod,10000,3,8,19,295.1,2.2,101
Riverpod,10000,3,9,20,300.9,2.5,110
Riverpod,10000,3,10,21,303.6,2.7,113
Riverpod,10000,4,1,15,257.8,2.3,288
Riverpod,10000,4,2,13,248.2,1.7,252
Riverpod,10000,4,3,14,253.1,2,271
Riverpod,10000,4,4,15,258,2.3,290
Riverpod,10000,4,5,13,248.5,1.7,255
Riverpod,10000,4,6,14,254.4,2.1,278
Riverpod,10000,4,7,15,257.2,2.2,285
Riverpod,10000,4,8,13,249.1,1.8,260
Riverpod,10000,4,9,14,255.9,2.1,282
Riverpod,10000,4,10,15,257.6,2.3,287
